,Seu ingresso no curso de graduação se deu por meio de políticas de ação afirmativa ou inclusão social?,"Qual a renda total de sua família, incluindo seus rendimentos?",Quem lhe deu maior incentivo para cursar a graduação?,Alguém em sua família concluiu um curso superior?,Até que etapa de escolarização sua mãe concluiu?,Até que etapa de escolarização seu pai concluiu?,qtd
322,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outros membros da família que não os pais,Sim,Ensino Superior - Graduação,Nenhuma,1
925,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Pais,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Superior - Graduação,1
319,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outros membros da família que não os pais,Sim,Ensino Superior - Graduação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
317,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outros membros da família que não os pais,Não,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
315,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outros membros da família que não os pais,Não,Ensino médio,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
314,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outros membros da família que não os pais,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Médio,1
313,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outros membros da família que não os pais,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
915,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Pais,Sim,Ensino Superior - Graduação,Nenhuma,1
342,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Pais,Não,Ensino Superior - Graduação,Ensino Superior - Graduação,1
932,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Pais,Sim,Ensino médio,Pós-graduação,1
910,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Pais,Não,Nenhuma,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
402,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Não,Nenhuma,Nenhuma,1
891,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outros membros da família que não os pais,Sim,Ensino médio,Ensino Superior - Graduação,1
892,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outros membros da família que não os pais,Sim,Ensino médio,Nenhuma,1
401,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Não,Ensino médio,Nenhuma,1
399,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Médio,1
398,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
387,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Pais,Sim,Nenhuma,Ensino Superior - Graduação,1
898,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Pais,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Superior - Graduação,1
386,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Pais,Sim,Nenhuma,Ensino Médio,1
378,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Pais,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Pós-graduação,1
359,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Pais,Não,Nenhuma,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
358,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Pais,Não,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
907,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Pais,Não,Ensino médio,Ensino Superior - Graduação,1
347,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Pais,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Superior - Graduação,1
343,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Pais,Não,Ensino Superior - Graduação,Nenhuma,1
312,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outros membros da família que não os pais,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
311,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outros membros da família que não os pais,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Nenhuma,1
406,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Nenhuma,1
292,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outras pessoas,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
956,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Professores,Sim,Ensino Superior - Graduação,Ensino Superior - Graduação,1
291,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outras pessoas,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Nenhuma,1
289,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Ninguém,Sim,Pós-graduação,Pós-graduação,1
287,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Ninguém,Sim,Pós-graduação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
285,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Ninguém,Sim,Nenhuma,Ensino Superior - Graduação,1
962,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Professores,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Superior - Graduação,1
284,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Ninguém,Sim,Nenhuma,Ensino Médio,1
966,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Professores,Sim,Ensino médio,Ensino Superior - Graduação,1
967,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Professores,Sim,Ensino médio,Nenhuma,1
276,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Ninguém,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Superior - Graduação,1
970,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Colegas/Amigos,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
271,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Ninguém,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Superior - Graduação,1
972,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Colegas/Amigos,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Pós-graduação,1
973,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Colegas/Amigos,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
975,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Colegas/Amigos,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Médio,1
955,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Professores,Sim,Ensino Superior - Graduação,Ensino Médio,1
953,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Professores,Sim,Ensino Superior - Graduação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
310,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outros membros da família que não os pais,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,1
624,Não,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Colegas/Amigos,Não,Ensino médio,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
309,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outros membros da família que não os pais,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
936,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Pais,Sim,Pós-graduação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
307,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outras pessoas,Sim,Pós-graduação,Ensino Médio,1
938,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Pais,Sim,Pós-graduação,Nenhuma,1
306,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outras pessoas,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
305,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outras pessoas,Sim,Ensino médio,Pós-graduação,1
302,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outras pessoas,Sim,Ensino médio,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
301,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outras pessoas,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
300,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outras pessoas,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Nenhuma,1
298,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outras pessoas,Sim,Ensino Superior - Graduação,Ensino Superior - Graduação,1
946,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Professores,Não,Ensino médio,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
297,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outras pessoas,Sim,Ensino Superior - Graduação,Ensino Médio,1
294,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outras pessoas,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Médio,1
950,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Professores,Não,Nenhuma,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
951,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Professores,Não,Nenhuma,Ensino Superior - Graduação,1
405,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,1
886,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outros membros da família que não os pais,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
804,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Colegas/Amigos,Sim,Ensino Superior - Graduação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
454,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Pais,Não,Ensino médio,Ensino Médio,1
452,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Pais,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
827,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Superior - Graduação,1
451,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Pais,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
450,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Pais,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
449,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Pais,Não,Ensino Superior - Graduação,Ensino Superior - Graduação,1
448,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Outros membros da família que não os pais,Sim,Pós-graduação,Pós-graduação,1
447,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Outros membros da família que não os pais,Sim,Pós-graduação,Ensino Médio,1
833,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Não,Nenhuma,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
446,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Outros membros da família que não os pais,Sim,Pós-graduação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
445,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Outros membros da família que não os pais,Sim,Nenhuma,Nenhuma,1
444,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Outros membros da família que não os pais,Sim,Ensino médio,Ensino Superior - Graduação,1
443,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Outros membros da família que não os pais,Sim,Ensino médio,Ensino Médio,1
442,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Outros membros da família que não os pais,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Médio,1
839,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,1
441,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Outros membros da família que não os pais,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,1
453,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Pais,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Médio,1
455,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Pais,Sim,Ensino Superior - Graduação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
438,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Outros membros da família que não os pais,Sim,Ensino Superior - Graduação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
460,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Pais,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
464,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Pais,Sim,Ensino médio,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
806,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Colegas/Amigos,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
807,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Colegas/Amigos,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,1
463,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Pais,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Médio,1
809,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Colegas/Amigos,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
810,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Colegas/Amigos,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Médio,1
811,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Colegas/Amigos,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Nenhuma,1
462,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Pais,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Pós-graduação,1
813,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Colegas/Amigos,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
814,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Colegas/Amigos,Sim,Nenhuma,Nenhuma,1
815,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Colegas/Amigos,Sim,Pós-graduação,Ensino Médio,1
816,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Colegas/Amigos,Sim,Pós-graduação,Nenhuma,1
817,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Líder ou representante religioso,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Nenhuma,1
818,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Líder ou representante religioso,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
819,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Não,Ensino Superior - Graduação,Nenhuma,1
439,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Outros membros da família que não os pais,Sim,Ensino Superior - Graduação,Ensino Médio,1
437,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Outros membros da família que não os pais,Não,Nenhuma,Nenhuma,1
882,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outros membros da família que não os pais,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
863,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outras pessoas,Sim,Ensino médio,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
865,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outras pessoas,Sim,Ensino médio,Nenhuma,1
866,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outras pessoas,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
867,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outras pessoas,Sim,Nenhuma,Nenhuma,1
868,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outras pessoas,Sim,Pós-graduação,Ensino Médio,1
418,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Colegas/Amigos,Sim,Pós-graduação,Ensino Superior - Graduação,1
870,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outros membros da família que não os pais,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
417,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Colegas/Amigos,Sim,Pós-graduação,Ensino Médio,1
416,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Colegas/Amigos,Sim,Ensino Superior - Graduação,Ensino Superior - Graduação,1
413,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Sim,Nenhuma,Nenhuma,1
876,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outros membros da família que não os pais,Não,Ensino médio,Nenhuma,1
877,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outros membros da família que não os pais,Não,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
878,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outros membros da família que não os pais,Não,Nenhuma,Ensino Médio,1
879,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outros membros da família que não os pais,Não,Nenhuma,Nenhuma,1
880,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outros membros da família que não os pais,Sim,Ensino Superior - Graduação,Ensino Médio,1
411,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Sim,Ensino médio,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
419,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Líder ou representante religioso,Sim,Ensino Superior - Graduação,Ensino Superior - Graduação,1
862,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outras pessoas,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
436,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Outros membros da família que não os pais,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
861,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outras pessoas,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,1
435,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Outros membros da família que não os pais,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
434,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Outras pessoas,Sim,Ensino médio,Ensino Médio,1
847,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Sim,Ensino médio,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
433,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Outras pessoas,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
430,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Ninguém,Sim,Pós-graduação,Ensino Médio,1
428,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Ninguém,Sim,Ensino médio,Pós-graduação,1
852,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Sim,Pós-graduação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
853,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Sim,Pós-graduação,Nenhuma,1
425,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Ninguém,Sim,Ensino médio,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
855,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outras pessoas,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
856,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outras pessoas,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
424,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Ninguém,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
858,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outras pessoas,Não,Ensino médio,Nenhuma,1
423,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Ninguém,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
422,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Ninguém,Sim,Ensino Superior - Graduação,Pós-graduação,1
0,Não,"Acima de 30 salários mínimos (mais de R$ 28110,00).",Ninguém,Não,Ensino médio,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
